State,District,Year,Season,Crop,AreaHectares,ProductionTonnes,YieldKgPerHa,IrrigationType,SoilType,FarmerBeneficiaries,MSP,MarketPrice,CropInsuranceCoverage,FertilizerUsageKg,WaterUsageLitres,Status
Uttar Pradesh,Uttar District 1,2023,Zaid,Jowar,17195,41474,2412,Sprinkler,Forest,3321,2987,3022,27.4,230,204489,Standing
Goa,Goa District 8,2021,Kharif,Onion,40604,42390,1044,Rain-fed,Black,15324,2619,2569,23.2,223,287228,Standing
Delhi,Delhi District 3,2023,Kharif,Sugarcane,19032,17128,900,Canal,Black,2592,3054,3144,47.3,60,265173,Failed
Punjab,Punjab District 8,2019,Rabi,Wheat,36494,107328,2941,Rain-fed,Red,14727,2372,2631,36.4,215,354812,Harvested
Madhya Pradesh,Madhya District 1,2020,Kharif,Mango,30322,80322,2649,Sprinkler,Arid,14253,985,974,46.6,235,375880,Failed
Chhattisgarh,Chhattisgarh District 2,2021,Zaid,Jowar,48695,45724,939,Drip,Laterite,16319,1244,1222,38.0,221,165362,Harvested
Uttar Pradesh,Uttar District 3,2023,Kharif,Potato,45936,155906,3394,Drip,Red,7139,2619,2250,66.6,175,371981,Harvested
Nagaland,Nagaland District 1,2018,Zaid,Jowar,4824,8876,1840,Sprinkler,Alluvial,800,3123,3782,23.3,67,423278,Harvested
Jharkhand,Jharkhand District 2,2018,Kharif,Sugarcane,2674,8008,2995,Canal,Arid,453,2608,2511,37.7,129,212731,Harvested
Telangana,Telangana District 1,2021,Kharif,Onion,10713,19261,1798,Drip,Laterite,4609,2849,2500,21.5,233,199242,Failed
Tamil Nadu,Tamil District 8,2020,Kharif,Mustard,8293,28984,3495,Sprinkler,Laterite,1234,3741,3365,29.7,66,145213,Harvested
Odisha,Odisha District 7,2021,Rabi,Groundnut,14496,21323,1471,Canal,Black,7499,1949,1965,30.9,156,318535,Harvested
Uttarakhand,Uttarakhand District 3,2018,Zaid,Sunflower,21456,71684,3341,Sprinkler,Red,2840,3416,3577,23.6,181,117495,Failed
Gujarat,Gujarat District 5,2018,Zaid,Wheat,32509,97299,2993,Tube Well,Alluvial,15710,995,947,62.8,231,377236,Standing
Sikkim,Sikkim District 2,2018,Rabi,Soybean,4328,9989,2308,Drip,Forest,1175,2883,3370,48.5,247,188583,Harvested
Jammu & Kashmir,Jammu District 8,2021,Kharif,Cotton,7732,5366,694,Tube Well,Laterite,2860,2455,2318,23.4,245,180174,Failed
Maharashtra,Maharashtra District 1,2018,Kharif,Onion,19107,45149,2363,Tube Well,Arid,3873,2220,1943,66.5,140,491272,Harvested
Uttar Pradesh,Uttar District 3,2021,Kharif,Rice,43272,93510,2161,Tube Well,Laterite,9655,2724,2801,46.2,245,250764,Failed
Arunachal Pradesh,Arunachal District 8,2023,Zaid,Banana,5706,4810,843,Tube Well,Red,1626,2307,2015,24.3,168,272806,Harvested
Sikkim,Sikkim District 5,2018,Kharif,Maize,3490,4809,1378,Rain-fed,Forest,1713,2107,2331,26.2,174,146949,Harvested
Arunachal Pradesh,Arunachal District 7,2023,Zaid,Maize,19099,23090,1209,Canal,Forest,7529,3235,3170,56.1,164,533273,Harvested
Nagaland,Nagaland District 8,2023,Rabi,Rice,3166,7829,2473,Canal,Arid,1391,3286,3683,67.1,239,404322,Failed
Kerala,Kerala District 1,2023,Zaid,Sunflower,26901,19261,716,Sprinkler,Arid,3217,3627,4382,20.8,241,331423,Harvested
Gujarat,Gujarat District 8,2021,Kharif,Sugarcane,36415,74031,2033,Sprinkler,Arid,9908,2335,2588,26.6,220,223988,Standing
Tamil Nadu,Tamil District 3,2023,Zaid,Potato,21540,42132,1956,Tube Well,Laterite,12552,1809,1658,49.4,58,72141,Harvested
West Bengal,West District 3,2023,Kharif,Tomato,6419,17215,2682,Sprinkler,Laterite,959,1873,1975,24.7,198,328537,Harvested
Haryana,Haryana District 4,2022,Rabi,Banana,18499,20977,1134,Sprinkler,Red,1984,1076,964,22.3,147,541714,Harvested
Ladakh,Ladakh District 4,2019,Kharif,Pulses,25300,35495,1403,Rain-fed,Arid,13241,1436,1402,72.8,227,346474,Standing
Mizoram,Mizoram District 5,2021,Kharif,Turmeric,41012,135913,3314,Drip,Red,21379,3235,2774,52.9,97,294585,Harvested
Haryana,Haryana District 7,2020,Zaid,Rice,26742,19093,714,Rain-fed,Alluvial,12170,2063,2335,60.9,114,80844,Harvested
Assam,Assam District 4,2019,Kharif,Tea,2515,3246,1291,Drip,Forest,888,3295,3577,38.4,211,459098,Harvested
Tripura,Tripura District 3,2022,Kharif,Tea,14566,41542,2852,Rain-fed,Laterite,5139,1086,1346,76.4,244,167986,Harvested
West Bengal,West District 2,2020,Zaid,Mango,16349,17983,1100,Tube Well,Arid,2271,3392,4218,23.7,55,439608,Harvested
Andhra Pradesh,Andhra District 5,2019,Rabi,Maize,13228,26006,1966,Rain-fed,Black,3659,3440,3308,70.8,188,295955,Harvested
Jharkhand,Jharkhand District 3,2022,Zaid,Ginger,30447,56022,1840,Canal,Black,16637,2906,2727,59.0,116,384710,Harvested
Uttar Pradesh,Uttar District 6,2019,Zaid,Wheat,14838,33073,2229,Canal,Alluvial,1896,3520,4053,44.8,65,482191,Failed
Puducherry,Puducherry District 1,2023,Rabi,Soybean,48296,160101,3315,Rain-fed,Red,22815,808,839,68.6,104,337037,Failed
Haryana,Haryana District 8,2021,Zaid,Soybean,8718,19205,2203,Canal,Black,2407,1683,1520,38.7,221,115059,Harvested
Telangana,Telangana District 5,2018,Kharif,Ginger,6494,20650,3180,Sprinkler,Laterite,3188,994,961,21.9,110,445542,Standing
Maharashtra,Maharashtra District 7,2019,Zaid,Soybean,34694,104324,3007,Canal,Forest,8257,1940,2409,43.5,158,305817,Failed
Karnataka,Karnataka District 1,2020,Kharif,Ginger,27874,68068,2442,Tube Well,Black,3967,1654,1922,44.2,214,317827,Harvested
Telangana,Telangana District 8,2019,Zaid,Bajra,11359,33009,2906,Drip,Forest,2381,2981,2838,53.1,83,200125,Harvested
Karnataka,Karnataka District 1,2021,Rabi,Cotton,11375,23557,2071,Rain-fed,Laterite,4547,951,1001,33.2,135,394122,Harvested
Chandigarh,Chandigarh District 4,2020,Rabi,Onion,13745,21992,1600,Drip,Arid,8044,2898,2771,63.2,91,289563,Harvested
Assam,Assam District 2,2019,Rabi,Cotton,8773,7939,905,Canal,Red,1018,3749,3361,68.1,101,544752,Failed
Delhi,Delhi District 4,2023,Kharif,Groundnut,2657,6267,2359,Rain-fed,Forest,835,2571,2202,35.9,88,423233,Standing
Goa,Goa District 2,2023,Rabi,Sugarcane,49747,44623,897,Rain-fed,Forest,23612,3297,3692,77.3,190,197392,Harvested
Sikkim,Sikkim District 2,2018,Kharif,Rice,40221,29240,727,Rain-fed,Black,17097,3017,2954,46.7,87,254442,Harvested
Madhya Pradesh,Madhya District 5,2022,Kharif,Cotton,34895,35139,1007,Rain-fed,Laterite,19663,2156,2167,41.4,239,153156,Harvested
Kerala,Kerala District 8,2021,Kharif,Banana,22205,39702,1788,Canal,Black,7939,2686,3193,42.2,99,149404,Harvested
Madhya Pradesh,Madhya District 3,2021,Kharif,Ginger,49182,77363,1573,Rain-fed,Forest,23523,3725,4068,80.0,92,68703,Failed
Chandigarh,Chandigarh District 8,2022,Rabi,Onion,47358,34381,726,Canal,Alluvial,13402,2434,3016,41.5,161,439771,Harvested
Meghalaya,Meghalaya District 3,2021,Kharif,Onion,12709,18974,1493,Sprinkler,Forest,2176,3568,3330,43.3,205,318922,Harvested
Maharashtra,Maharashtra District 6,2020,Zaid,Maize,22616,12167,538,Canal,Red,10829,3647,3339,53.6,171,516310,Failed
Telangana,Telangana District 1,2022,Rabi,Tomato,22817,43740,1917,Tube Well,Alluvial,7868,3469,3100,76.4,71,197489,Harvested
Tripura,Tripura District 7,2018,Rabi,Tea,29719,102322,3443,Rain-fed,Arid,13153,1644,1519,34.5,84,76469,Harvested
Tamil Nadu,Tamil District 7,2019,Rabi,Tea,38445,111029,2888,Canal,Black,16812,3693,4324,54.5,106,75122,Harvested
Jharkhand,Jharkhand District 4,2019,Rabi,Bajra,39907,127822,3203,Drip,Laterite,12886,3490,4096,50.3,54,465737,Harvested
Uttar Pradesh,Uttar District 7,2019,Rabi,Onion,20036,59186,2954,Drip,Forest,2200,2909,2777,79.5,158,438140,Harvested
West Bengal,West District 2,2022,Kharif,Banana,40470,39377,973,Canal,Black,15083,1296,1433,48.9,105,481286,Harvested
West Bengal,West District 2,2020,Kharif,Bajra,20001,65683,3284,Rain-fed,Alluvial,10491,2472,2386,69.6,70,117910,Harvested
Meghalaya,Meghalaya District 1,2022,Zaid,Onion,41043,59758,1456,Canal,Laterite,13615,865,845,56.9,159,345175,Harvested
Sikkim,Sikkim District 6,2020,Zaid,Banana,21203,14566,687,Drip,Arid,5383,3049,3509,30.4,77,335880,Standing
Telangana,Telangana District 1,2018,Kharif,Soybean,40665,47700,1173,Rain-fed,Black,19223,1805,2250,68.0,222,455676,Harvested
Gujarat,Gujarat District 3,2023,Rabi,Turmeric,13840,36191,2615,Drip,Black,5786,2411,3011,76.5,75,412655,Harvested
Uttarakhand,Uttarakhand District 7,2018,Kharif,Tomato,44667,65794,1473,Sprinkler,Forest,11950,2796,3044,57.6,215,76852,Harvested
Mizoram,Mizoram District 1,2022,Kharif,Tomato,39340,23092,587,Rain-fed,Alluvial,23078,1995,2138,71.0,99,198823,Failed
Uttarakhand,Uttarakhand District 2,2023,Rabi,Potato,22516,46788,2078,Sprinkler,Black,3134,3052,3409,21.4,176,98635,Harvested
Tamil Nadu,Tamil District 8,2021,Zaid,Bajra,43175,31949,740,Rain-fed,Red,16494,1770,1581,34.6,248,97675,Harvested
Nagaland,Nagaland District 1,2022,Rabi,Banana,24666,69237,2807,Rain-fed,Alluvial,5272,3691,4543,21.2,180,130195,Harvested
Mizoram,Mizoram District 4,2020,Kharif,Soybean,28931,30406,1051,Sprinkler,Forest,7372,3139,3016,63.6,88,133580,Harvested
Andhra Pradesh,Andhra District 6,2022,Kharif,Sunflower,37625,39468,1049,Drip,Laterite,19714,2030,2056,68.6,173,248742,Standing
Odisha,Odisha District 1,2023,Rabi,Mango,50490,81793,1620,Drip,Arid,25657,3360,3951,33.5,72,386339,Harvested
Karnataka,Karnataka District 2,2018,Rabi,Mango,41626,103856,2495,Tube Well,Black,23598,1826,1772,75.9,218,174239,Harvested
West Bengal,West District 6,2021,Kharif,Tomato,11758,29148,2479,Sprinkler,Black,5071,1517,1640,21.0,242,384025,Harvested
Rajasthan,Rajasthan District 4,2023,Kharif,Pulses,1735,3764,2170,Rain-fed,Forest,324,1450,1680,62.1,203,425495,Harvested
Tripura,Tripura District 3,2021,Rabi,Groundnut,35420,38324,1082,Sprinkler,Alluvial,6243,2384,2699,57.1,50,158101,Harvested
Bihar,Bihar District 8,2021,Rabi,Pulses,41912,22967,548,Canal,Forest,4273,945,831,51.4,191,299253,Harvested
Andhra Pradesh,Andhra District 5,2022,Kharif,Cotton,28425,60886,2142,Rain-fed,Alluvial,3716,1582,1410,41.5,88,318393,Harvested
Assam,Assam District 5,2019,Kharif,Soybean,29871,38205,1279,Sprinkler,Arid,11114,2010,1901,59.8,106,212496,Standing
Manipur,Manipur District 8,2021,Rabi,Cotton,2722,9105,3345,Canal,Black,960,2446,2893,26.5,201,219127,Harvested
Bihar,Bihar District 7,2023,Kharif,Cotton,30737,85356,2777,Drip,Forest,4292,1569,1465,74.9,155,244898,Harvested
Assam,Assam District 7,2021,Rabi,Cotton,5936,15902,2679,Rain-fed,Laterite,808,3711,4476,65.4,224,62736,Harvested
Jharkhand,Jharkhand District 6,2018,Kharif,Mustard,26721,52560,1967,Sprinkler,Alluvial,5324,3195,2926,51.7,76,272809,Harvested
Maharashtra,Maharashtra District 8,2019,Zaid,Maize,11651,19107,1640,Sprinkler,Forest,3642,2527,2754,65.4,68,82746,Harvested
Assam,Assam District 8,2022,Kharif,Maize,16250,45012,2770,Tube Well,Black,3727,2076,2398,29.9,124,306474,Harvested
Haryana,Haryana District 3,2019,Zaid,Bajra,2011,3997,1988,Tube Well,Alluvial,1006,2440,2133,27.6,83,518737,Harvested
Jharkhand,Jharkhand District 4,2021,Rabi,Mustard,50131,57349,1144,Rain-fed,Forest,26500,3347,3324,73.2,117,104705,Harvested
West Bengal,West District 5,2019,Kharif,Tomato,24256,14141,583,Tube Well,Black,12098,2193,2319,25.4,112,537221,Harvested
Sikkim,Sikkim District 1,2019,Rabi,Jowar,11976,8107,677,Drip,Alluvial,3204,3347,3007,76.5,103,498934,Harvested
Rajasthan,Rajasthan District 1,2018,Rabi,Jowar,25547,87421,3422,Drip,Alluvial,9089,3496,3963,41.8,199,298337,Harvested
Arunachal Pradesh,Arunachal District 5,2018,Rabi,Rice,31123,107654,3459,Tube Well,Arid,16193,2909,3392,64.7,79,304960,Failed
Chandigarh,Chandigarh District 5,2022,Zaid,Wheat,31587,62005,1963,Sprinkler,Black,18346,3400,3292,70.4,158,94607,Harvested
Jharkhand,Jharkhand District 7,2020,Kharif,Bajra,20234,12241,605,Drip,Black,3146,3448,3496,30.3,219,231303,Standing
Maharashtra,Maharashtra District 3,2021,Rabi,Tea,24092,73119,3035,Drip,Laterite,10674,3199,3853,48.1,94,94269,Harvested
Bihar,Bihar District 5,2021,Zaid,Tea,14659,9792,668,Canal,Black,6259,2246,2269,49.2,209,327686,Standing
West Bengal,West District 8,2018,Kharif,Tea,35966,60710,1688,Tube Well,Black,7893,1638,1838,43.9,222,528600,Harvested
Ladakh,Ladakh District 4,2018,Rabi,Groundnut,12090,22535,1864,Sprinkler,Laterite,6458,1603,1937,20.4,200,259175,Harvested
Nagaland,Nagaland District 1,2018,Kharif,Wheat,8034,5647,703,Sprinkler,Black,4531,1013,1079,40.8,62,296725,Harvested
Meghalaya,Meghalaya District 1,2021,Zaid,Onion,6192,14167,2288,Rain-fed,Red,1977,1493,1307,63.2,92,219603,Standing
Odisha,Odisha District 4,2019,Kharif,Mustard,39590,73003,1844,Canal,Alluvial,8136,2777,2748,37.8,91,277333,Harvested
Punjab,Punjab District 8,2019,Kharif,Pulses,18063,52003,2879,Sprinkler,Forest,3229,2431,2861,70.7,157,271633,Harvested
Uttar Pradesh,Uttar District 8,2018,Kharif,Maize,8867,11917,1344,Sprinkler,Forest,2263,2745,3071,37.7,230,423983,Harvested
Rajasthan,Rajasthan District 3,2019,Rabi,Pulses,26815,31105,1160,Rain-fed,Red,15397,3476,3154,56.0,97,54163,Harvested
Chhattisgarh,Chhattisgarh District 7,2023,Kharif,Mango,8440,26864,3183,Rain-fed,Forest,1244,2433,2293,76.8,119,519615,Harvested
Odisha,Odisha District 2,2019,Kharif,Mango,19392,33528,1729,Canal,Alluvial,7894,2536,2785,49.3,115,131186,Harvested
Mizoram,Mizoram District 3,2019,Kharif,Turmeric,45180,101564,2248,Tube Well,Forest,15602,3550,4198,40.9,78,146836,Harvested
Tamil Nadu,Tamil District 2,2021,Rabi,Soybean,16283,25629,1574,Canal,Forest,6743,3140,3132,64.9,231,404513,Harvested
Maharashtra,Maharashtra District 4,2020,Rabi,Ginger,16770,40449,2412,Rain-fed,Arid,4481,1247,1111,22.3,173,386983,Harvested
Manipur,Manipur District 4,2023,Kharif,Soybean,27701,79197,2859,Canal,Red,15044,2136,2453,36.5,123,495292,Harvested
Madhya Pradesh,Madhya District 6,2018,Zaid,Bajra,34969,64307,1839,Drip,Arid,15056,2543,3162,29.9,141,506565,Standing
Jammu & Kashmir,Jammu District 6,2023,Zaid,Bajra,3956,10246,2590,Canal,Forest,949,2214,2691,59.7,148,328011,Harvested
Tamil Nadu,Tamil District 4,2021,Zaid,Tomato,23401,62995,2692,Drip,Forest,6259,2711,2641,30.1,68,180675,Harvested
Meghalaya,Meghalaya District 6,2023,Kharif,Cotton,11298,37305,3302,Rain-fed,Laterite,2239,3320,2950,42.8,202,111272,Harvested
Maharashtra,Maharashtra District 3,2020,Rabi,Potato,20241,25665,1268,Sprinkler,Forest,10139,3034,3497,56.8,99,490907,Harvested
Jammu & Kashmir,Jammu District 7,2022,Kharif,Ginger,2560,8271,3231,Rain-fed,Red,888,3059,3158,29.3,230,289146,Harvested
Goa,Goa District 3,2022,Zaid,Jowar,41445,122718,2961,Canal,Alluvial,13869,1851,1843,71.6,85,262593,Harvested
Punjab,Punjab District 6,2020,Zaid,Tea,42704,80582,1887,Drip,Red,17225,3236,3006,43.8,132,145771,Harvested
Uttarakhand,Uttarakhand District 7,2023,Zaid,Tomato,21927,43875,2001,Sprinkler,Black,2554,3500,4046,53.3,204,89280,Failed
Uttarakhand,Uttarakhand District 3,2021,Rabi,Turmeric,2080,3469,1668,Sprinkler,Laterite,1009,3723,3381,56.2,90,304630,Harvested
Chandigarh,Chandigarh District 6,2021,Rabi,Banana,14276,11677,818,Rain-fed,Black,3353,2969,3141,28.0,57,88859,Failed
Arunachal Pradesh,Arunachal District 5,2022,Zaid,Tea,39834,31588,793,Drip,Laterite,10862,2936,3166,75.6,52,526655,Harvested
Bihar,Bihar District 5,2018,Rabi,Groundnut,7193,22830,3174,Tube Well,Red,3374,1656,1735,73.3,188,183271,Harvested
Odisha,Odisha District 8,2019,Zaid,Bajra,21348,23845,1117,Tube Well,Black,10647,2869,3431,48.4,147,169766,Harvested
Jammu & Kashmir,Jammu District 8,2020,Rabi,Wheat,954,1301,1364,Drip,Alluvial,412,3560,4303,59.8,201,185912,Harvested
Karnataka,Karnataka District 1,2021,Zaid,Sunflower,12107,22458,1855,Tube Well,Arid,2197,1920,1947,61.7,223,337695,Harvested
Sikkim,Sikkim District 4,2020,Zaid,Soybean,33514,33413,997,Drip,Black,13745,3184,3235,67.0,249,373133,Harvested
Tamil Nadu,Tamil District 6,2021,Kharif,Sunflower,40651,112278,2762,Tube Well,Forest,11257,2384,2651,27.9,214,389828,Harvested
Uttar Pradesh,Uttar District 4,2021,Zaid,Bajra,34633,107604,3107,Canal,Alluvial,15432,1226,1420,64.0,213,429160,Standing
Delhi,Delhi District 4,2020,Kharif,Rice,4464,10356,2320,Canal,Forest,1228,2318,2365,37.6,116,353766,Harvested
Karnataka,Karnataka District 3,2021,Rabi,Sugarcane,31314,79662,2544,Drip,Forest,4060,2800,2676,38.5,186,54074,Harvested
Nagaland,Nagaland District 5,2019,Rabi,Ginger,3251,3264,1004,Sprinkler,Black,1949,2822,3407,50.1,138,111107,Harvested
Tamil Nadu,Tamil District 4,2018,Rabi,Tea,35421,19339,546,Sprinkler,Laterite,13384,2299,2594,34.4,200,494161,Harvested
Chhattisgarh,Chhattisgarh District 6,2019,Rabi,Tea,32104,76664,2388,Drip,Forest,5858,1617,1506,40.0,248,461129,Harvested
Manipur,Manipur District 2,2020,Zaid,Soybean,15408,23296,1512,Tube Well,Arid,7739,2091,2059,75.5,161,508751,Standing
Jammu & Kashmir,Jammu District 4,2019,Rabi,Tomato,7438,16504,2219,Tube Well,Alluvial,1727,1581,1947,41.7,196,224807,Harvested
Uttarakhand,Uttarakhand District 1,2018,Kharif,Tomato,45197,112314,2485,Tube Well,Arid,18433,3778,4572,20.6,65,351214,Harvested
Uttar Pradesh,Uttar District 6,2022,Zaid,Tea,17296,29368,1698,Drip,Black,10341,1179,1038,22.8,156,66644,Harvested
Gujarat,Gujarat District 5,2018,Rabi,Banana,41507,136059,3278,Drip,Black,18697,1964,2291,20.6,81,259727,Harvested
Meghalaya,Meghalaya District 4,2019,Zaid,Tea,27862,52993,1902,Canal,Laterite,4621,2688,2336,57.2,120,293156,Harvested
Assam,Assam District 2,2018,Rabi,Wheat,35889,67327,1876,Canal,Laterite,20450,1977,2022,59.4,220,180648,Harvested
Tripura,Tripura District 2,2020,Rabi,Maize,25033,69967,2795,Tube Well,Alluvial,4983,3513,3400,47.7,50,157721,Harvested
Nagaland,Nagaland District 8,2019,Kharif,Jowar,29389,88842,3023,Sprinkler,Alluvial,4203,2202,1967,78.1,120,196363,Harvested
Chandigarh,Chandigarh District 8,2021,Rabi,Potato,42632,148146,3475,Rain-fed,Black,11204,2906,2772,66.7,144,295574,Harvested
Bihar,Bihar District 2,2018,Rabi,Mustard,2802,1602,572,Drip,Red,1207,1263,1166,32.3,160,315263,Harvested
Haryana,Haryana District 1,2023,Rabi,Sugarcane,25418,60647,2386,Canal,Alluvial,13442,2074,2125,57.2,235,459610,Harvested
Madhya Pradesh,Madhya District 6,2019,Rabi,Banana,34632,62199,1796,Rain-fed,Red,12607,2088,1955,22.9,56,76549,Failed
Kerala,Kerala District 4,2019,Zaid,Jowar,11046,8207,743,Sprinkler,Black,5580,3621,4219,78.2,241,427654,Failed
Rajasthan,Rajasthan District 2,2023,Rabi,Potato,40582,134123,3305,Canal,Forest,19701,1084,1043,78.0,88,389695,Harvested
Goa,Goa District 8,2021,Rabi,Ginger,31408,78802,2509,Tube Well,Forest,14699,2473,2740,77.4,123,392289,Harvested
Goa,Goa District 8,2018,Zaid,Soybean,3282,7850,2392,Tube Well,Black,603,2446,2932,56.9,65,495319,Harvested
West Bengal,West District 3,2019,Rabi,Cotton,30634,98518,3216,Sprinkler,Arid,16554,3266,3998,25.8,197,113076,Harvested
Bihar,Bihar District 6,2023,Kharif,Wheat,6353,10349,1629,Canal,Laterite,3467,1024,1054,50.3,85,100852,Failed
Jharkhand,Jharkhand District 6,2019,Rabi,Cotton,40622,68976,1698,Tube Well,Alluvial,6275,3649,4215,30.4,203,76883,Harvested
Bihar,Bihar District 3,2019,Rabi,Jowar,1637,2164,1322,Drip,Laterite,234,2835,3300,61.6,180,528699,Harvested
Jharkhand,Jharkhand District 6,2020,Kharif,Rice,36943,86298,2336,Canal,Alluvial,11684,1286,1566,59.0,140,333076,Harvested
Assam,Assam District 6,2020,Rabi,Onion,28218,64703,2293,Canal,Laterite,11614,2934,3077,65.4,130,531207,Harvested
Himachal Pradesh,Himachal District 4,2021,Rabi,Groundnut,39258,31641,806,Rain-fed,Alluvial,19909,3742,4507,21.7,135,77243,Standing
Odisha,Odisha District 4,2018,Kharif,Mustard,17136,22996,1342,Tube Well,Laterite,7993,1986,1962,27.9,221,288262,Harvested
Goa,Goa District 1,2021,Rabi,Bajra,47582,151072,3175,Drip,Red,10471,2702,2710,69.1,71,194173,Failed
Himachal Pradesh,Himachal District 5,2020,Zaid,Mustard,50204,129074,2571,Tube Well,Arid,27013,1818,1984,55.9,162,124837,Harvested
Chandigarh,Chandigarh District 1,2021,Kharif,Jowar,48871,34551,707,Sprinkler,Alluvial,18403,2018,1975,27.1,123,394325,Harvested
Mizoram,Mizoram District 1,2019,Zaid,Onion,12901,25285,1960,Tube Well,Black,6421,1444,1766,49.2,249,342675,Standing
Andhra Pradesh,Andhra District 8,2023,Kharif,Bajra,30914,21361,691,Rain-fed,Laterite,4592,2177,2529,44.4,165,410092,Harvested
Assam,Assam District 4,2019,Zaid,Ginger,34789,42860,1232,Drip,Forest,14941,2081,1940,73.6,146,120960,Harvested
Puducherry,Puducherry District 4,2019,Rabi,Cotton,43651,34702,795,Drip,Laterite,22458,2761,3103,78.9,202,483626,Standing
Himachal Pradesh,Himachal District 6,2019,Zaid,Onion,13756,22009,1600,Tube Well,Alluvial,5511,2885,3486,73.6,197,510893,Harvested
West Bengal,West District 3,2020,Zaid,Pulses,24723,86481,3498,Canal,Alluvial,9589,1399,1437,57.3,95,334542,Harvested
Himachal Pradesh,Himachal District 1,2018,Zaid,Sunflower,29018,77536,2672,Rain-fed,Arid,4000,2145,2389,49.1,160,157746,Standing
Maharashtra,Maharashtra District 2,2018,Kharif,Soybean,35830,61197,1708,Tube Well,Alluvial,5613,1046,1151,71.9,59,138435,Harvested
Goa,Goa District 3,2021,Zaid,Sunflower,6701,10017,1495,Tube Well,Arid,2353,2472,3011,66.3,215,167214,Harvested
Nagaland,Nagaland District 6,2022,Zaid,Groundnut,3339,7669,2297,Rain-fed,Laterite,702,1110,1270,49.7,200,88745,Harvested
Chhattisgarh,Chhattisgarh District 6,2023,Zaid,Turmeric,21246,70472,3317,Tube Well,Alluvial,10680,1223,1372,44.0,222,132274,Harvested
Meghalaya,Meghalaya District 8,2023,Rabi,Mustard,6415,10995,1714,Sprinkler,Laterite,3531,2882,2810,64.1,70,326398,Harvested
Arunachal Pradesh,Arunachal District 4,2022,Kharif,Onion,22692,44567,1964,Drip,Laterite,2420,2877,2542,24.4,216,129468,Harvested
Goa,Goa District 1,2022,Rabi,Sugarcane,50181,123997,2471,Sprinkler,Forest,14223,1388,1453,64.9,178,325940,Failed
Meghalaya,Meghalaya District 4,2022,Kharif,Turmeric,23248,56446,2428,Tube Well,Red,10211,3416,3189,68.2,144,102072,Harvested
Tamil Nadu,Tamil District 6,2020,Zaid,Sunflower,48362,113650,2350,Canal,Black,24800,1585,1404,37.9,118,67886,Harvested
Maharashtra,Maharashtra District 4,2020,Kharif,Ginger,15625,52343,3350,Sprinkler,Black,6112,2249,1947,34.1,68,275607,Harvested
Meghalaya,Meghalaya District 6,2018,Kharif,Sugarcane,48436,162696,3359,Drip,Arid,9106,3706,4357,45.3,145,377850,Harvested
Jammu & Kashmir,Jammu District 3,2023,Rabi,Pulses,19264,63937,3319,Canal,Arid,2331,3062,2608,43.2,194,289451,Failed
Telangana,Telangana District 6,2020,Rabi,Groundnut,17739,26892,1516,Tube Well,Forest,6478,1000,1093,37.5,153,241448,Harvested
Nagaland,Nagaland District 8,2019,Rabi,Bajra,33765,34339,1017,Sprinkler,Black,4550,1423,1226,56.6,221,199753,Harvested
Puducherry,Puducherry District 1,2019,Kharif,Onion,11078,6668,602,Sprinkler,Red,4334,3285,2821,34.1,124,266259,Failed
Jammu & Kashmir,Jammu District 5,2018,Zaid,Wheat,29106,99164,3407,Canal,Black,9578,2847,2815,42.0,167,376940,Harvested
Puducherry,Puducherry District 2,2022,Kharif,Mango,31318,74724,2386,Rain-fed,Arid,10814,2681,2486,52.8,164,239423,Harvested
Chhattisgarh,Chhattisgarh District 2,2023,Kharif,Tea,2541,4738,1865,Canal,Arid,1158,1257,1189,78.6,232,531938,Failed
Himachal Pradesh,Himachal District 5,2019,Rabi,Rice,28213,51658,1831,Drip,Red,13094,3093,3705,51.5,204,78941,Harvested
Himachal Pradesh,Himachal District 3,2022,Rabi,Sunflower,44427,147097,3311,Canal,Red,24858,1018,979,51.1,219,150732,Harvested
Odisha,Odisha District 8,2018,Kharif,Ginger,22602,23393,1035,Sprinkler,Alluvial,2546,2799,2618,21.2,114,543413,Harvested
Tamil Nadu,Tamil District 3,2019,Zaid,Tomato,5067,11517,2273,Drip,Forest,627,3612,4104,26.1,57,78212,Harvested
Kerala,Kerala District 3,2023,Kharif,Onion,40342,139462,3457,Rain-fed,Laterite,23906,2093,2372,78.0,133,88809,Harvested
Telangana,Telangana District 8,2021,Rabi,Onion,42636,117803,2763,Rain-fed,Alluvial,5347,1007,988,24.3,238,141930,Failed
Jharkhand,Jharkhand District 4,2019,Rabi,Wheat,17466,21308,1220,Canal,Forest,5227,3685,4381,25.0,93,455209,Harvested
Maharashtra,Maharashtra District 5,2019,Rabi,Wheat,8533,22825,2675,Rain-fed,Laterite,2815,2065,2326,77.7,148,445013,Harvested
Andhra Pradesh,Andhra District 5,2022,Zaid,Sugarcane,33108,19964,603,Drip,Red,7166,2407,2972,67.8,96,331046,Harvested
West Bengal,West District 3,2019,Kharif,Maize,48403,36737,759,Sprinkler,Alluvial,24939,1768,1747,50.5,138,134735,Harvested
Jammu & Kashmir,Jammu District 6,2022,Kharif,Maize,21188,25044,1182,Rain-fed,Laterite,8384,1640,1627,77.5,125,338718,Harvested
Telangana,Telangana District 2,2018,Zaid,Cotton,25427,88257,3471,Rain-fed,Black,12817,2578,2780,77.2,140,265266,Harvested
