State,District,Year,Quarter,Disease,Cases,Deaths,CFR,Hospitals,Beds,Doctors,Nurses,HealthFacility,VaccinationCoverage,SanitationCoverage,Status
Himachal Pradesh,Himachal District 1,2018,Q3,Kala-azar,7978,225,2.82,25,421,54,101,Urban PHC,62.8,44.7,Active
Arunachal Pradesh,Arunachal District 6,2018,Q4,Pneumonia,4638,71,1.53,14,400,116,286,Primary Health Centre,74.8,50.2,Active
Jharkhand,Jharkhand District 3,2019,Q3,COVID-19,8466,298,3.52,36,955,345,481,Sub-Centre,60.7,58.4,Contained
Goa,Goa District 8,2021,Q4,Diarrhoea,8837,161,1.82,9,262,70,144,Sub-Centre,72.7,59.2,Active
Jharkhand,Jharkhand District 3,2022,Q4,Leptospirosis,4531,118,2.60,5,140,41,63,Urban PHC,71.0,59.6,Contained
Gujarat,Gujarat District 1,2019,Q2,Hepatitis B,7788,234,3.00,37,598,164,216,Urban PHC,90.2,63.4,Active
Rajasthan,Rajasthan District 6,2021,Q2,Pneumonia,880,31,3.52,27,589,183,184,Community Health Centre,65.3,41.4,Active
Chhattisgarh,Chhattisgarh District 1,2020,Q4,Tuberculosis,4453,106,2.38,13,243,70,85,Sub-Centre,77.2,76.4,Contained
Assam,Assam District 3,2022,Q4,Japanese Encephalitis,6755,114,1.69,51,598,65,111,District Hospital,91.3,72.8,Contained
Assam,Assam District 1,2022,Q4,Diarrhoea,3069,35,1.14,34,627,143,374,Sub-Centre,67.4,78.5,Active
Sikkim,Sikkim District 4,2021,Q3,Pneumonia,6200,4,0.06,7,124,34,85,District Hospital,82.8,47.6,Active
Arunachal Pradesh,Arunachal District 7,2022,Q2,COVID-19,8236,215,2.61,7,159,19,25,District Hospital,77.0,78.4,Active
Uttarakhand,Uttarakhand District 2,2018,Q2,Kala-azar,6581,54,0.82,36,812,204,459,Community Health Centre,77.6,61.8,Active
Delhi,Delhi District 7,2020,Q3,Tuberculosis,5811,201,3.46,23,445,174,311,Urban PHC,65.7,68.8,Contained
Rajasthan,Rajasthan District 6,2022,Q3,Filariasis,6628,39,0.59,51,1247,168,327,Community Health Centre,55.7,65.6,Active
Odisha,Odisha District 4,2022,Q2,Malaria,2876,58,2.02,19,370,59,126,District Hospital,65.2,51.5,Active
Andhra Pradesh,Andhra District 6,2020,Q4,Dengue,4498,177,3.94,26,268,61,177,Urban PHC,74.8,62.5,Active
Karnataka,Karnataka District 4,2023,Q1,Leptospirosis,7612,42,0.55,10,106,29,81,Primary Health Centre,93.4,46.1,Active
Goa,Goa District 1,2020,Q2,Diarrhoea,8608,194,2.25,29,670,291,295,Sub-Centre,74.1,43.8,Contained
Maharashtra,Maharashtra District 8,2018,Q4,Japanese Encephalitis,1613,61,3.78,44,1237,499,846,Urban PHC,76.8,50.7,Contained
Uttar Pradesh,Uttar District 5,2023,Q1,Tuberculosis,6673,146,2.19,42,1159,330,571,Urban PHC,65.6,79.5,Contained
Tripura,Tripura District 3,2018,Q4,Cholera,6189,259,4.18,21,475,190,499,Urban PHC,62.6,45.2,Active
Chhattisgarh,Chhattisgarh District 2,2021,Q2,Chikungunya,4388,105,2.39,51,1018,307,615,Sub-Centre,62.5,47.8,Active
Meghalaya,Meghalaya District 2,2023,Q1,Japanese Encephalitis,2953,39,1.32,38,419,88,208,Primary Health Centre,72.8,45.8,Active
Gujarat,Gujarat District 6,2022,Q1,Japanese Encephalitis,225,7,3.11,7,125,32,39,District Hospital,77.7,64.4,Active
Andhra Pradesh,Andhra District 8,2020,Q2,Japanese Encephalitis,7385,271,3.67,42,635,205,373,Primary Health Centre,83.6,61.0,Active
Chhattisgarh,Chhattisgarh District 7,2021,Q4,Japanese Encephalitis,8256,356,4.31,41,879,216,371,Primary Health Centre,72.1,52.7,Active
West Bengal,West District 8,2022,Q3,Chikungunya,8016,130,1.62,33,867,227,519,District Hospital,69.4,62.8,Active
Madhya Pradesh,Madhya District 8,2020,Q4,Cholera,1857,33,1.78,54,740,134,168,Community Health Centre,84.9,56.9,Active
Andhra Pradesh,Andhra District 5,2021,Q4,Pneumonia,4347,165,3.80,8,114,44,102,Primary Health Centre,94.9,69.2,Contained
Maharashtra,Maharashtra District 6,2020,Q2,Hepatitis B,7138,45,0.63,26,467,156,429,Community Health Centre,57.6,41.0,Active
Arunachal Pradesh,Arunachal District 3,2022,Q3,Tuberculosis,2808,56,1.99,5,122,53,133,Primary Health Centre,89.4,43.9,Active
West Bengal,West District 3,2020,Q2,Dengue,324,8,2.47,6,139,62,146,Urban PHC,65.2,57.4,Active
Maharashtra,Maharashtra District 7,2023,Q3,Japanese Encephalitis,503,24,4.77,30,694,133,257,Community Health Centre,91.7,55.9,Contained
Jammu & Kashmir,Jammu District 3,2023,Q1,Pneumonia,1910,3,0.16,31,349,96,267,Sub-Centre,77.7,40.1,Active
Ladakh,Ladakh District 2,2021,Q4,Pneumonia,2106,17,0.81,14,292,70,75,Primary Health Centre,77.8,56.8,Active
Uttarakhand,Uttarakhand District 8,2023,Q1,COVID-19,5726,27,0.47,22,643,256,564,Sub-Centre,64.9,70.5,Active
Chhattisgarh,Chhattisgarh District 3,2020,Q3,Pneumonia,7196,327,4.54,20,239,113,272,District Hospital,81.1,70.6,Active
Manipur,Manipur District 4,2022,Q1,Pneumonia,5164,254,4.92,34,464,111,171,Sub-Centre,64.8,54.1,Active
Meghalaya,Meghalaya District 4,2023,Q2,Pneumonia,5288,139,2.63,11,189,89,169,District Hospital,74.8,70.1,Contained
Ladakh,Ladakh District 8,2021,Q4,Chikungunya,7981,301,3.77,18,522,76,186,Urban PHC,87.4,56.6,Active
Meghalaya,Meghalaya District 3,2020,Q3,Hepatitis B,6013,205,3.41,52,731,305,481,District Hospital,85.8,61.5,Active
Punjab,Punjab District 5,2018,Q3,Tuberculosis,3766,150,3.98,27,715,140,206,Community Health Centre,90.7,60.8,Active
Goa,Goa District 4,2021,Q4,Dengue,5544,123,2.22,40,926,187,201,Primary Health Centre,74.9,68.0,Contained
Manipur,Manipur District 3,2020,Q2,Kala-azar,3331,129,3.87,54,1144,546,786,Sub-Centre,93.3,64.4,Contained
Manipur,Manipur District 6,2020,Q2,Hepatitis B,4328,132,3.05,40,1067,352,598,Sub-Centre,77.9,67.8,Contained
Chhattisgarh,Chhattisgarh District 7,2021,Q3,Japanese Encephalitis,1655,51,3.08,16,474,80,206,District Hospital,67.2,41.5,Contained
Rajasthan,Rajasthan District 3,2019,Q3,Malaria,4426,182,4.11,11,249,46,119,District Hospital,79.3,63.9,Active
Odisha,Odisha District 1,2023,Q4,Diarrhoea,8191,138,1.68,32,512,200,505,Urban PHC,60.5,65.6,Contained
Madhya Pradesh,Madhya District 7,2022,Q1,Diarrhoea,312,2,0.64,15,193,95,156,Sub-Centre,82.5,55.3,Contained
Maharashtra,Maharashtra District 3,2020,Q3,Cholera,7956,15,0.19,23,620,230,522,Community Health Centre,69.5,45.1,Active
Goa,Goa District 5,2022,Q4,Kala-azar,3714,74,1.99,16,253,36,95,Primary Health Centre,89.6,45.9,Contained
West Bengal,West District 5,2021,Q1,Dengue,196,8,4.08,37,683,160,401,Sub-Centre,84.7,79.5,Active
Jharkhand,Jharkhand District 8,2021,Q1,Cholera,7520,330,4.39,20,490,216,555,Urban PHC,88.2,47.6,Active
Arunachal Pradesh,Arunachal District 6,2018,Q2,Cholera,7045,23,0.33,15,162,54,118,Sub-Centre,71.7,71.5,Active
Jharkhand,Jharkhand District 1,2020,Q1,Dengue,1564,77,4.92,15,429,51,125,Sub-Centre,86.6,73.0,Contained
Andhra Pradesh,Andhra District 6,2018,Q3,COVID-19,5937,269,4.53,13,169,70,107,Urban PHC,77.0,59.0,Active
Haryana,Haryana District 1,2022,Q4,Tuberculosis,2896,102,3.52,23,408,88,142,Primary Health Centre,71.7,62.3,Active
Haryana,Haryana District 6,2018,Q1,Malaria,1834,18,0.98,15,219,90,264,Sub-Centre,94.7,70.4,Active
Odisha,Odisha District 6,2021,Q4,Diarrhoea,5023,146,2.91,48,1225,527,1396,Sub-Centre,85.7,76.2,Active
Andhra Pradesh,Andhra District 8,2021,Q2,Dengue,5351,199,3.72,33,507,123,260,Urban PHC,80.3,50.8,Active
Uttarakhand,Uttarakhand District 8,2020,Q2,Chikungunya,1852,75,4.05,22,444,158,346,Primary Health Centre,63.9,51.0,Active
Maharashtra,Maharashtra District 3,2018,Q3,Leptospirosis,5362,36,0.67,31,425,186,205,Sub-Centre,82.6,76.9,Active
Haryana,Haryana District 2,2020,Q2,Leptospirosis,6029,45,0.75,34,962,123,287,Sub-Centre,75.6,68.4,Active
Arunachal Pradesh,Arunachal District 4,2020,Q3,Kala-azar,2684,63,2.35,36,568,90,173,Community Health Centre,76.2,65.5,Active
Karnataka,Karnataka District 7,2023,Q1,Malaria,2638,10,0.38,49,1208,152,445,District Hospital,56.3,44.0,Active
Bihar,Bihar District 5,2022,Q3,Filariasis,4517,146,3.23,22,237,85,220,District Hospital,60.9,58.4,Active
Uttar Pradesh,Uttar District 7,2023,Q4,Kala-azar,7156,201,2.81,48,684,143,263,Sub-Centre,60.3,53.5,Contained
Puducherry,Puducherry District 5,2019,Q1,Typhoid,4767,73,1.53,10,131,58,160,District Hospital,75.2,61.6,Active
Chandigarh,Chandigarh District 3,2020,Q2,Malaria,5102,131,2.57,10,145,35,41,District Hospital,63.9,40.3,Active
Uttarakhand,Uttarakhand District 5,2020,Q2,Japanese Encephalitis,4148,12,0.29,40,1019,348,774,Sub-Centre,92.7,50.1,Active
Sikkim,Sikkim District 4,2021,Q3,Typhoid,5251,43,0.82,16,355,52,128,Urban PHC,71.8,49.2,Active
Mizoram,Mizoram District 6,2022,Q1,Diarrhoea,8552,12,0.14,27,771,141,358,Primary Health Centre,56.1,45.6,Active
Goa,Goa District 1,2021,Q4,Malaria,5443,177,3.25,18,248,82,113,District Hospital,80.9,46.1,Active
Tripura,Tripura District 3,2022,Q4,Diarrhoea,5096,25,0.49,30,727,97,281,District Hospital,86.2,77.1,Active
Gujarat,Gujarat District 3,2019,Q1,Dengue,1241,43,3.46,23,642,202,455,Sub-Centre,67.7,47.2,Active
Ladakh,Ladakh District 5,2022,Q3,Filariasis,661,24,3.63,18,358,104,233,Primary Health Centre,86.2,67.8,Contained
Nagaland,Nagaland District 1,2020,Q2,Typhoid,1595,11,0.69,28,353,165,315,District Hospital,76.4,63.6,Contained
Jharkhand,Jharkhand District 4,2020,Q4,Filariasis,4300,125,2.91,39,769,284,284,District Hospital,60.6,51.5,Active
Punjab,Punjab District 8,2018,Q4,Hepatitis B,7412,305,4.11,31,681,317,847,District Hospital,57.8,57.9,Active
Nagaland,Nagaland District 7,2019,Q1,Filariasis,2785,37,1.33,28,823,334,543,District Hospital,74.4,50.0,Active
Goa,Goa District 7,2018,Q1,COVID-19,1347,55,4.08,46,1096,376,833,Urban PHC,73.1,40.5,Active
Nagaland,Nagaland District 3,2021,Q4,Cholera,6056,73,1.21,34,673,189,473,Sub-Centre,59.6,43.3,Active
Assam,Assam District 8,2020,Q3,COVID-19,3342,70,2.09,22,533,129,355,Urban PHC,87.1,63.5,Contained
Arunachal Pradesh,Arunachal District 1,2019,Q1,Filariasis,501,6,1.20,35,530,249,455,Primary Health Centre,89.2,73.6,Active
Delhi,Delhi District 8,2022,Q2,COVID-19,6767,82,1.21,35,901,339,867,Sub-Centre,88.5,73.5,Active
Tripura,Tripura District 8,2018,Q2,Pneumonia,3796,32,0.84,52,918,426,499,Urban PHC,63.0,49.6,Contained
Uttar Pradesh,Uttar District 4,2021,Q4,Pneumonia,3617,152,4.20,9,226,108,261,District Hospital,85.2,67.7,Contained
Uttarakhand,Uttarakhand District 8,2023,Q2,Diarrhoea,342,4,1.17,28,782,274,658,Sub-Centre,78.0,53.6,Active
Uttar Pradesh,Uttar District 5,2018,Q4,Chikungunya,3443,60,1.74,48,656,207,364,Primary Health Centre,91.2,70.4,Active
Telangana,Telangana District 7,2021,Q3,Hepatitis B,8265,276,3.34,37,581,127,327,District Hospital,82.6,68.0,Active
Karnataka,Karnataka District 8,2020,Q4,COVID-19,7655,139,1.82,5,123,53,61,Primary Health Centre,85.5,57.8,Active
Manipur,Manipur District 2,2020,Q4,Hepatitis B,3484,107,3.07,5,144,43,90,Primary Health Centre,58.6,68.2,Contained
Arunachal Pradesh,Arunachal District 3,2020,Q4,Kala-azar,434,16,3.69,25,279,125,197,District Hospital,83.5,44.8,Active
Himachal Pradesh,Himachal District 7,2018,Q1,Filariasis,4069,112,2.75,7,98,16,38,Community Health Centre,58.2,43.2,Active
Meghalaya,Meghalaya District 7,2021,Q3,Chikungunya,3819,24,0.63,31,654,302,420,Primary Health Centre,85.2,52.5,Contained
Delhi,Delhi District 5,2021,Q2,Pneumonia,6050,267,4.41,13,271,60,177,Primary Health Centre,94.1,67.1,Contained
Telangana,Telangana District 1,2021,Q1,Kala-azar,3920,179,4.57,7,128,43,82,Urban PHC,66.0,41.5,Active
West Bengal,West District 5,2020,Q1,Filariasis,1172,45,3.84,24,444,154,188,District Hospital,81.0,72.3,Active
Uttar Pradesh,Uttar District 2,2019,Q1,Kala-azar,3697,126,3.41,30,482,175,194,Urban PHC,78.3,51.7,Contained
Jammu & Kashmir,Jammu District 7,2020,Q4,Japanese Encephalitis,5176,252,4.87,35,555,161,335,District Hospital,57.5,55.6,Active
Tamil Nadu,Tamil District 7,2023,Q3,Typhoid,516,24,4.65,12,189,39,81,Urban PHC,58.4,43.3,Active
Chhattisgarh,Chhattisgarh District 2,2019,Q2,Diarrhoea,1927,55,2.85,12,202,62,65,Primary Health Centre,61.8,40.9,Active
Madhya Pradesh,Madhya District 7,2019,Q1,COVID-19,1079,23,2.13,28,623,293,543,District Hospital,66.1,76.4,Active
Ladakh,Ladakh District 8,2018,Q4,Cholera,5775,50,0.87,24,252,46,90,Primary Health Centre,67.1,58.9,Active
Chandigarh,Chandigarh District 7,2019,Q2,Dengue,8403,123,1.46,11,122,28,72,Community Health Centre,84.0,53.3,Active
Kerala,Kerala District 3,2019,Q2,Diarrhoea,6924,82,1.18,7,106,15,20,Primary Health Centre,80.6,46.2,Active
Karnataka,Karnataka District 7,2020,Q3,Malaria,7670,35,0.46,54,1480,724,2150,Primary Health Centre,76.3,45.6,Active
Haryana,Haryana District 1,2022,Q1,Japanese Encephalitis,1057,19,1.80,31,483,75,190,Community Health Centre,68.5,40.4,Active
Goa,Goa District 1,2020,Q2,Chikungunya,1259,45,3.57,32,619,139,347,Community Health Centre,74.7,66.8,Contained
Chhattisgarh,Chhattisgarh District 2,2021,Q4,Hepatitis B,8515,220,2.58,33,598,249,322,Sub-Centre,77.7,40.1,Active
Punjab,Punjab District 8,2022,Q1,Malaria,1890,24,1.27,17,330,161,451,Community Health Centre,91.6,61.1,Contained
Himachal Pradesh,Himachal District 5,2021,Q2,Leptospirosis,8724,165,1.89,42,1068,336,584,Primary Health Centre,93.7,45.8,Active
Meghalaya,Meghalaya District 2,2020,Q4,Typhoid,1162,41,3.53,30,462,57,67,Sub-Centre,77.4,73.8,Active
Tamil Nadu,Tamil District 4,2021,Q1,Typhoid,3331,33,0.99,17,336,138,258,Urban PHC,60.5,74.3,Contained
West Bengal,West District 1,2022,Q3,Malaria,7528,248,3.29,46,1018,172,272,Community Health Centre,77.3,62.6,Active
Andhra Pradesh,Andhra District 5,2022,Q2,Hepatitis B,7391,252,3.41,14,159,43,103,Community Health Centre,62.2,68.6,Active
Tripura,Tripura District 1,2023,Q4,Dengue,1226,41,3.34,30,419,151,252,Community Health Centre,63.0,58.6,Active
Nagaland,Nagaland District 1,2022,Q1,Cholera,1856,24,1.29,35,758,265,310,Community Health Centre,91.2,79.2,Active
Gujarat,Gujarat District 5,2018,Q3,COVID-19,4754,11,0.23,14,248,83,202,District Hospital,89.7,74.2,Active
Mizoram,Mizoram District 2,2022,Q4,Dengue,4936,189,3.83,25,344,50,143,Community Health Centre,78.8,44.8,Active
Chhattisgarh,Chhattisgarh District 5,2022,Q2,Diarrhoea,2981,82,2.75,36,564,249,517,District Hospital,82.2,62.6,Active
Nagaland,Nagaland District 8,2023,Q3,Diarrhoea,512,8,1.56,25,484,132,387,District Hospital,61.3,54.1,Active
Uttarakhand,Uttarakhand District 3,2020,Q3,Filariasis,4671,217,4.65,48,1205,275,377,Urban PHC,80.0,67.5,Contained
Tamil Nadu,Tamil District 7,2019,Q4,Dengue,6282,194,3.09,50,1420,360,380,District Hospital,58.8,56.3,Active
Nagaland,Nagaland District 8,2022,Q1,Tuberculosis,2542,81,3.19,53,1134,493,925,District Hospital,55.4,58.9,Active
Maharashtra,Maharashtra District 6,2022,Q1,Malaria,619,15,2.42,43,1043,248,474,Urban PHC,56.0,65.0,Active
Rajasthan,Rajasthan District 1,2022,Q4,Filariasis,4661,147,3.15,35,795,133,389,Sub-Centre,89.0,75.4,Contained
Puducherry,Puducherry District 3,2022,Q1,Hepatitis B,6631,135,2.04,21,322,142,287,Urban PHC,78.4,78.7,Active
Andhra Pradesh,Andhra District 5,2022,Q1,Dengue,2578,69,2.68,26,717,338,539,District Hospital,62.5,70.9,Active
Arunachal Pradesh,Arunachal District 4,2023,Q1,Dengue,6492,313,4.82,26,598,222,632,Community Health Centre,71.0,43.4,Contained
Manipur,Manipur District 5,2019,Q1,Diarrhoea,7825,90,1.15,39,645,94,154,Sub-Centre,58.1,58.6,Active
Sikkim,Sikkim District 7,2018,Q4,Tuberculosis,8385,323,3.85,48,630,187,199,Sub-Centre,79.4,75.9,Active
Karnataka,Karnataka District 6,2021,Q3,Tuberculosis,4273,83,1.94,42,955,159,280,Urban PHC,66.2,71.0,Contained
Kerala,Kerala District 6,2022,Q2,Filariasis,3795,106,2.79,53,1297,585,1510,Urban PHC,67.6,44.7,Contained
West Bengal,West District 6,2020,Q3,COVID-19,8676,342,3.94,23,564,119,253,Sub-Centre,83.0,55.3,Contained
Uttar Pradesh,Uttar District 4,2023,Q2,Tuberculosis,1820,8,0.44,20,419,181,224,District Hospital,72.7,48.9,Active
Himachal Pradesh,Himachal District 7,2018,Q4,Hepatitis B,4380,58,1.32,43,656,177,437,Urban PHC,78.7,71.4,Active
Rajasthan,Rajasthan District 4,2022,Q1,Diarrhoea,2125,47,2.21,50,586,215,293,District Hospital,65.5,79.5,Contained
Karnataka,Karnataka District 8,2021,Q1,Chikungunya,2267,59,2.60,30,815,402,1051,Sub-Centre,64.5,66.3,Active
Tamil Nadu,Tamil District 2,2020,Q2,COVID-19,4721,31,0.66,31,918,188,300,Sub-Centre,59.1,54.7,Active
Himachal Pradesh,Himachal District 5,2018,Q1,Leptospirosis,7840,282,3.60,54,1360,466,1161,Urban PHC,66.3,44.9,Active
Chhattisgarh,Chhattisgarh District 3,2022,Q1,Hepatitis B,7775,16,0.21,51,1522,552,1049,District Hospital,89.1,44.5,Active
Goa,Goa District 7,2021,Q3,COVID-19,6168,281,4.56,8,213,81,218,Sub-Centre,56.5,51.4,Contained
Meghalaya,Meghalaya District 2,2018,Q1,Typhoid,1146,25,2.18,6,163,22,39,District Hospital,71.6,50.5,Active
Madhya Pradesh,Madhya District 3,2020,Q4,Dengue,4721,138,2.92,11,244,76,122,Primary Health Centre,93.0,63.7,Active
Manipur,Manipur District 1,2018,Q2,Japanese Encephalitis,5872,169,2.88,11,175,72,120,Community Health Centre,80.5,67.1,Active
Himachal Pradesh,Himachal District 3,2019,Q2,Cholera,4300,196,4.56,34,583,227,674,Community Health Centre,90.1,74.0,Active
Uttar Pradesh,Uttar District 3,2022,Q3,Filariasis,8571,216,2.52,15,343,43,74,Primary Health Centre,61.5,61.0,Contained
Madhya Pradesh,Madhya District 7,2019,Q2,Chikungunya,2199,91,4.14,49,1127,445,1257,Urban PHC,62.4,63.8,Active
Kerala,Kerala District 2,2018,Q2,Leptospirosis,5033,152,3.02,16,368,141,318,Urban PHC,71.3,52.3,Active
Meghalaya,Meghalaya District 6,2020,Q1,Dengue,752,36,4.79,15,362,138,254,Primary Health Centre,57.5,76.3,Active
Assam,Assam District 5,2022,Q1,Filariasis,5013,238,4.75,34,846,360,453,Sub-Centre,76.0,52.1,Active
Assam,Assam District 7,2018,Q1,Filariasis,625,18,2.88,9,241,116,234,District Hospital,59.7,77.7,Active
Ladakh,Ladakh District 1,2019,Q1,Filariasis,7296,97,1.33,47,696,309,670,District Hospital,95.0,54.7,Contained
Meghalaya,Meghalaya District 3,2021,Q2,Hepatitis B,7323,59,0.81,49,835,122,204,Urban PHC,55.9,43.4,Active
Mizoram,Mizoram District 6,2021,Q3,Filariasis,4802,125,2.60,11,277,121,122,District Hospital,67.0,48.8,Active
Rajasthan,Rajasthan District 5,2020,Q2,Hepatitis B,6301,141,2.24,38,983,478,1186,Community Health Centre,73.6,40.4,Active
Tripura,Tripura District 8,2019,Q2,Filariasis,3575,24,0.67,53,607,193,561,District Hospital,83.4,55.1,Contained
Andhra Pradesh,Andhra District 5,2021,Q1,Leptospirosis,2558,95,3.71,11,166,32,89,Community Health Centre,74.8,76.6,Active
Himachal Pradesh,Himachal District 7,2023,Q3,Pneumonia,2463,53,2.15,9,172,25,44,Primary Health Centre,69.8,66.0,Active
Punjab,Punjab District 4,2023,Q1,Dengue,1806,15,0.83,9,187,86,226,Sub-Centre,58.9,54.0,Active
Punjab,Punjab District 4,2019,Q1,Chikungunya,2732,104,3.81,9,132,14,32,Sub-Centre,64.6,53.3,Contained
Delhi,Delhi District 2,2019,Q2,Pneumonia,5530,49,0.89,39,739,301,655,Community Health Centre,92.1,62.5,Active
Andhra Pradesh,Andhra District 6,2021,Q1,Hepatitis B,8413,126,1.50,22,626,170,376,Sub-Centre,77.3,77.3,Contained
Goa,Goa District 7,2019,Q2,Pneumonia,1970,25,1.27,36,402,69,184,Sub-Centre,79.8,75.6,Active
Ladakh,Ladakh District 2,2021,Q2,COVID-19,4926,48,0.97,20,360,111,119,Community Health Centre,88.3,68.1,Active
Ladakh,Ladakh District 1,2021,Q3,Dengue,4101,98,2.39,23,666,144,277,Sub-Centre,72.8,72.5,Active
Kerala,Kerala District 5,2022,Q1,Kala-azar,493,9,1.83,42,873,252,292,Sub-Centre,82.7,62.0,Active
Rajasthan,Rajasthan District 5,2023,Q2,Japanese Encephalitis,7622,176,2.31,21,268,64,139,Primary Health Centre,86.3,41.3,Contained
Haryana,Haryana District 4,2022,Q2,Leptospirosis,6531,300,4.59,19,369,53,116,District Hospital,88.0,69.0,Active
Jharkhand,Jharkhand District 5,2019,Q2,Malaria,6967,106,1.52,14,335,46,112,Sub-Centre,58.8,48.1,Active
Jammu & Kashmir,Jammu District 2,2018,Q3,Dengue,3107,26,0.84,31,463,102,191,Primary Health Centre,93.1,65.1,Contained
Uttarakhand,Uttarakhand District 6,2021,Q3,Dengue,3002,147,4.90,15,427,183,420,Community Health Centre,69.0,51.2,Contained
Uttar Pradesh,Uttar District 7,2023,Q4,Cholera,1943,42,2.16,34,707,86,132,Community Health Centre,91.1,44.9,Active
Assam,Assam District 2,2022,Q1,Tuberculosis,7687,131,1.70,16,428,59,154,Urban PHC,66.2,46.1,Contained
Assam,Assam District 5,2023,Q2,Tuberculosis,232,8,3.45,20,257,44,120,Sub-Centre,70.7,46.1,Contained
Haryana,Haryana District 5,2018,Q2,Chikungunya,8676,338,3.90,10,188,77,210,Community Health Centre,84.1,71.4,Active
Kerala,Kerala District 8,2021,Q2,Chikungunya,6390,250,3.91,38,681,205,565,District Hospital,84.1,44.8,Contained
Odisha,Odisha District 1,2021,Q3,Chikungunya,403,14,3.47,15,260,35,88,Sub-Centre,74.3,74.0,Active
Delhi,Delhi District 1,2022,Q1,Dengue,1523,64,4.20,42,434,153,312,Urban PHC,94.5,60.0,Active
Chhattisgarh,Chhattisgarh District 1,2019,Q3,Dengue,6185,248,4.01,8,182,76,159,Sub-Centre,93.0,45.6,Active
Uttar Pradesh,Uttar District 1,2018,Q4,Typhoid,3305,142,4.30,49,1035,192,527,District Hospital,56.3,75.2,Active
Uttarakhand,Uttarakhand District 6,2023,Q4,Dengue,6731,58,0.86,51,1481,203,323,Primary Health Centre,85.5,78.7,Active
Jammu & Kashmir,Jammu District 2,2023,Q1,Japanese Encephalitis,3201,32,1.00,52,693,107,235,Primary Health Centre,55.8,54.8,Active
Jharkhand,Jharkhand District 5,2022,Q4,Japanese Encephalitis,2216,56,2.53,13,236,116,227,Primary Health Centre,91.3,62.4,Contained
Kerala,Kerala District 2,2019,Q2,Chikungunya,5345,223,4.17,45,792,175,310,Primary Health Centre,59.8,65.9,Contained
Chhattisgarh,Chhattisgarh District 3,2022,Q2,Hepatitis B,2965,140,4.72,19,387,53,113,District Hospital,86.6,78.5,Active
Karnataka,Karnataka District 7,2019,Q4,Kala-azar,3153,104,3.30,17,236,53,120,Urban PHC,92.9,44.6,Contained
Punjab,Punjab District 2,2019,Q1,Dengue,7205,44,0.61,50,760,230,450,Urban PHC,61.6,43.3,Active
Puducherry,Puducherry District 7,2018,Q4,Malaria,4660,175,3.76,25,315,89,259,Community Health Centre,73.9,71.5,Active
Haryana,Haryana District 4,2018,Q4,Leptospirosis,7852,10,0.13,44,675,336,779,Primary Health Centre,62.7,70.1,Contained
Uttarakhand,Uttarakhand District 7,2021,Q4,Hepatitis B,8940,391,4.37,52,1186,564,1666,Urban PHC,71.2,42.4,Active
Uttar Pradesh,Uttar District 3,2018,Q2,Diarrhoea,2910,93,3.20,25,513,142,202,Sub-Centre,87.3,49.8,Active
Ladakh,Ladakh District 8,2022,Q3,Chikungunya,2208,70,3.17,26,308,137,188,Urban PHC,62.3,74.7,Contained
Chhattisgarh,Chhattisgarh District 7,2022,Q1,Typhoid,3817,82,2.15,24,613,102,274,Primary Health Centre,77.9,68.5,Active
Himachal Pradesh,Himachal District 5,2021,Q3,Cholera,2996,39,1.30,33,392,149,324,Sub-Centre,70.7,52.1,Active
Nagaland,Nagaland District 8,2021,Q3,Typhoid,5405,171,3.16,5,128,46,107,Primary Health Centre,84.5,70.9,Contained
Karnataka,Karnataka District 1,2021,Q1,Tuberculosis,1240,34,2.74,53,1212,211,265,Primary Health Centre,62.8,57.1,Contained
Kerala,Kerala District 1,2023,Q1,Pneumonia,8160,264,3.24,27,336,152,294,Sub-Centre,70.0,54.8,Active
Arunachal Pradesh,Arunachal District 5,2021,Q4,Diarrhoea,728,29,3.98,46,1175,152,193,Community Health Centre,75.8,63.7,Active
Ladakh,Ladakh District 3,2022,Q4,Japanese Encephalitis,129,5,3.88,9,260,66,107,Urban PHC,75.0,49.4,Active
Arunachal Pradesh,Arunachal District 3,2022,Q1,Filariasis,8865,76,0.86,12,311,145,244,Primary Health Centre,84.3,77.0,Active
Punjab,Punjab District 4,2023,Q3,Filariasis,7699,192,2.49,31,394,109,286,Urban PHC,92.9,75.8,Active
Himachal Pradesh,Himachal District 3,2023,Q1,Malaria,365,3,0.82,48,1299,453,1230,Sub-Centre,84.3,68.7,Contained
Tamil Nadu,Tamil District 8,2023,Q2,Tuberculosis,7260,229,3.15,54,881,418,693,Primary Health Centre,78.2,75.1,Contained
Uttar Pradesh,Uttar District 5,2018,Q1,Kala-azar,3042,126,4.14,14,271,130,180,Urban PHC,80.3,66.9,Active
Sikkim,Sikkim District 7,2021,Q4,COVID-19,5829,59,1.01,32,899,240,316,Primary Health Centre,86.1,40.6,Active
Madhya Pradesh,Madhya District 5,2023,Q1,Chikungunya,5452,85,1.56,22,530,208,367,Community Health Centre,74.3,65.8,Active
Kerala,Kerala District 7,2022,Q2,Kala-azar,6510,301,4.62,12,276,93,162,Sub-Centre,67.4,48.9,Active
Punjab,Punjab District 6,2018,Q4,Pneumonia,3604,74,2.05,41,731,357,667,Urban PHC,66.9,56.0,Active
